YearMonth/AnnéeMois,HS10,Country/Pays,Province,State/État,Value/Valeur,Quantity/Quantité,Unit of Measure/Unité de Mesure
202512,2404120000,US,ON,VA,349,5,KGM
202512,2404120000,US,QC,NY,26339,508,KGM
202512,2404120000,US,QC,US,1504,13,KGM
202512,2404190000,CN,ON,,4992,135,KGM
202512,2404190000,DE,QC,,75,1,KGM
202512,2404190000,PL,AB,,10,0,KGM
202512,8543400010,CN,BC,,23262,5500,NMB
202512,8543400010,CN,ON,,86384,20035,NMB
202512,8543400010,CN,QC,,32,7,NMB
202512,8543400010,HK,ON,,33264,1200,NMB
202512,8543400010,JP,BC,,28,1,NMB
202512,8543400010,US,QC,US,185,10,NMB
202512,8543400090,CA,ON,,10,1,NMB
202512,8543400090,CH,ON,,130,1,NMB
202512,8543400090,CN,AB,,158947,101128,NMB
202512,8543400090,CN,BC,,1173614,280955,NMB
202512,8543400090,CN,MB,,201494,2275,NMB
202512,8543400090,CN,ON,,7615836,1234594,NMB
202512,8543400090,CN,QC,,605227,160692,NMB
202512,8543400090,CN,SK,,9524,4316,NMB
202512,8543400090,DE,MB,,1066,2,NMB
202512,8543400090,DE,ON,,59314,202,NMB
202512,8543400090,ID,BC,,25610,7095,NMB
202512,8543400090,KR,ON,,4247,30,NMB
202512,8543400090,KR,QC,,57771,19643,NMB
202512,8543400090,MY,ON,,42401,640,NMB
202512,8543400090,PL,ON,,165,6,NMB
202512,8543400090,US,ON,MA,1272,1,NMB
202512,8543400090,US,ON,MI,1678,57,NMB
202512,8543400090,US,ON,NY,142,1,NMB
202512,8543400090,US,QC,VA,27280,31,NMB
202512,8543400090,US,QC,WA,634,2,NMB
